student_id,faculty,cathedra,scienceStars,sportStars,creationStars,volunteerStars
66719519,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",30,17,43,55
66520916,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,8,53,79,4
98245678,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,36,52,72,2
50587792,Институт математики и информационных технологий,Кафедра информатики,97,45,74,56
55909389,Институт наук о Земле,Кафедра экологии и природопользования,32,54,38,55
51363840,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,16,28,27,53
64776697,Институт языков и культур,Кафедра английской филологии и методики преподавания английского языка,11,36,47,21
48603476,Институт математики и информационных технологий,Кафедра прикладной математики,9,84,60,40
99584349,Институт математики и информационных технологий,Кафедра математики и цифровых технологий,15,59,46,79
39962779,Институт наук о Земле,Кафедра экологии и природопользования,91,1,43,85
99781909,Физический факультет,Кафедра биофизики и физики конденсированного состояния,41,17,56,13
25892269,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,88,88,80,58
61654452,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,87,93,29,8
7066919,Физический факультет,Кафедра медико-биологической техники,35,34,61,82
42156797,Физический факультет,Кафедра биофизики и физики конденсированного состояния,40,98,13,83
28037125,Архитектурно-строительный факультет,Кафедра архитектуры,55,43,54,40
57232864,Архитектурно-строительный факультет,Кафедра технологии строительного производства,35,98,89,94
83836177,Институт наук о Земле,Кафедра экологии и природопользования,41,45,6,34
55764021,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,65,25,90,83
2133875,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,71,70,23,40
3672791,Институт математики и информационных технологий,Кафедра компьютерной безопасности и математического обеспечения информационных систем,13,99,83,68
23372179,Юридический факультет,Кафедра гражданского права и процесса,99,54,20,18
66379025,Химико-биологический факультет,Кафедра химии,89,66,2,38
56848560,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,89,53,60,98
57214808,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,17,9,5,17
13737209,Архитектурно-строительный факультет,Кафедра строительных конструкций,62,59,97,76
12588386,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,76,15,20,39
4636135,Физический факультет,Кафедра медико-биологической техники,88,24,48,1
81642333,Институт языков и культур,Кафедра теории и практики перевода,79,49,19,31
54684200,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",60,94,93,23
96885897,Архитектурно-строительный факультет,Кафедра строительных конструкций,91,23,40,74
65095199,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,59,79,73,43
82863832,Архитектурно-строительный факультет,Кафедра строительных конструкций,13,39,68,39
14818210,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,23,94,72,35
56566307,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",35,49,90,53
44951653,Институт социальных и гуманитарных наук,Кафедра истории,93,67,45,44
26653211,Институт наук о Земле,Кафедра экологии и природопользования,94,54,1,2
43814817,Физический факультет,Кафедра биофизики и физики конденсированного состояния,65,89,38,48
16875174,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,21,5,91,8
47815843,Институт менеджмента экономики и предпринимательства,Кафедра таможенного дела,40,48,21,68
80168477,Физический факультет,Кафедра радиофизики и электроники,66,86,40,41
30083900,Институт менеджмента экономики и предпринимательства,Кафедра таможенного дела,66,24,60,33
98046499,Архитектурно-строительный факультет,Кафедра строительных конструкций,64,3,4,51
17994350,Транспортный факультет,Кафедра автомобильного транспорта,19,4,13,18
74041188,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,80,61,84,21
16650331,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,55,81,47,27
84783947,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,9,13,78,23
80076563,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",19,14,95,61
93921218,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,94,33,73,22
52866475,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,70,24,93,83
99070688,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",96,81,32,32
62302566,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,28,60,89,17
84066359,Химико-биологический факультет,Кафедра химии,76,60,42,12
72952715,Институт наук о Земле,Кафедра экологии и природопользования,24,32,21,33
14657124,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",27,25,77,23
24094906,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,57,33,20,57
94938365,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,65,20,90,1
51131503,Химико-биологический факультет,Кафедра биохимии и микробиологии,46,7,59,31
83549844,Юридический факультет,Кафедра уголовного права,81,39,24,42
86788848,Химико-биологический факультет,Кафедра химии,34,38,79,55
22416522,Юридический факультет,Кафедра гражданского права и процесса,64,89,2,99
89046860,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",24,50,88,15
22496521,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",9,94,51,23
45619101,Юридический факультет,Кафедра гражданского права и процесса,10,75,49,20
40381108,Институт языков и культур,Кафедра дизайна,74,79,77,59
6603500,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,53,13,43,20
14023023,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,85,85,4,14
27082811,Институт менеджмента экономики и предпринимательства,"Кафедра экономической теории, региональной и отраслевой экономики",62,28,92,69
2951347,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",77,44,95,25
33649090,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",100,75,10,3
85738898,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,47,65,7,81
35945087,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,98,32,85,43
54506902,Институт менеджмента экономики и предпринимательства,Кафедра менеджмента,84,28,30,66
2887985,Институт наук о Земле,Кафедра географии и регионоведения,22,64,28,46
43506720,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,92,100,47,38
84766840,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,36,30,47,25
53170854,Аэрокосмический институт,Кафедра летательных аппаратов,58,99,47,39
22934545,Архитектурно-строительный факультет,Кафедра технологии строительного производства,22,72,71,23
3686238,Физический факультет,Кафедра медико-биологической техники,9,22,64,33
20020719,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",52,89,50,52
32117649,Химико-биологический факультет,Кафедра химии,30,82,61,51
53931602,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,59,22,95,42
47783580,Институт менеджмента экономики и предпринимательства,Кафедра банковского дела и страхования,99,51,98,41
53279610,Юридический факультет,Кафедра конкурентного права и развития конкуренции,51,72,75,51
2530283,Химико-биологический факультет,Кафедра химии,73,60,57,68
69872410,Физический факультет,Кафедра медико-биологической техники,98,48,12,21
72651436,Факультет прикладной биотехнологии и инженерии,Кафедра физического воспитания,89,53,67,22
8731345,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",69,33,75,47
9419644,Институт математики и информационных технологий,Кафедра прикладной математики,84,24,24,82
14741204,Институт языков и культур,Кафедра романской филологии и методики преподавания французского языка,54,47,43,84
94917907,Юридический факультет,Кафедра теории государства и права и конституционного права,95,6,49,59
82849501,Юридический факультет,Кафедра уголовного процесса и криминалистики,55,5,82,66
32066813,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,78,2,92,36
76874999,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,96,28,38,68
8981994,Физический факультет,Кафедра биофизики и физики конденсированного состояния,42,14,7,87
56210671,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,63,82,34,78
55462947,Физический факультет,Кафедра медико-биологической техники,1,87,78,38
46472532,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,37,77,16,24
8619827,Институт математики и информационных технологий,Кафедра математических методов и моделей в экономике,12,80,9,26
34486279,Физический факультет,Кафедра биофизики и физики конденсированного состояния,76,24,84,55
53874800,Институт математики и информационных технологий,Кафедра математики и цифровых технологий,33,56,89,43
86349173,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,15,46,48,22
84218862,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,39,80,98,59
29025889,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",51,49,58,76
61633637,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,52,28,53,53
17604640,Институт наук о Земле,Кафедра безопасности жизнедеятельности,97,72,38,55
13263865,Юридический факультет,Кафедра уголовного права,40,64,11,65
4418961,Институт языков и культур,Кафедра английской филологии и методики преподавания английского языка,80,51,61,77
39437765,Институт языков и культур,Кафедра журналистики,55,82,21,7
18619804,Институт наук о Земле,Кафедра экологии и природопользования,21,80,10,9
60873737,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,54,11,38,23
77955037,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,12,8,39,44
12371835,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",55,56,90,20
12281137,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,43,25,16,42
52371661,Аэрокосмический институт,Кафедра материаловедения и технологии материалов,31,55,66,34
83770389,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",22,66,9,80
38005766,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",21,63,15,57
8639810,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,17,90,15,32
11932291,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,95,48,45,63
58561985,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,53,11,63,58
43992297,Институт математики и информационных технологий,Кафедра компьютерной безопасности и математического обеспечения информационных систем,47,17,59,66
12543273,Факультет прикладной биотехнологии и инженерии,Кафедра физического воспитания,52,48,69,61
15761694,Институт наук о Земле,Кафедра географии и регионоведения,54,86,20,71
80797720,Физический факультет,Кафедра биофизики и физики конденсированного состояния,80,76,10,35
37103156,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,57,83,25,49
98210821,Институт математики и информационных технологий,Кафедра статистики и эконометрики,74,93,38,97
5438858,Факультет прикладной биотехнологии и инженерии,Кафедра физического воспитания,20,78,100,73
25470124,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,6,51,36,86
45727514,Институт наук о Земле,Кафедра безопасности жизнедеятельности,28,58,51,60
45847555,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,44,33,83,54
3091420,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,62,43,40,77
94868188,Институт языков и культур,Кафедра русской филологии и методики преподавания русского языка,31,90,70,20
58656545,Физический факультет,Кафедра медико-биологической техники,25,81,23,19
28441809,Аэрокосмический институт,Кафедра управления и информатики в технических системах,73,9,83,44
76133653,Аэрокосмический институт,Кафедра материаловедения и технологии материалов,100,98,6,74
24117686,Химико-биологический факультет,Кафедра химии,87,32,16,19
18133851,Институт менеджмента экономики и предпринимательства,Кафедра менеджмента,76,88,57,36
72866178,Аэрокосмический институт,Кафедра систем автоматизации производства,92,91,40,15
46118019,Физический факультет,Кафедра биофизики и физики конденсированного состояния,24,92,74,83
21246856,Юридический факультет,Кафедра организации судебной и прокурорско-следственной деятельности,54,88,25,13
4025772,Химико-биологический факультет,Кафедра биохимии и микробиологии,73,9,98,26
65353544,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,18,33,94,72
76648876,Институт наук о Земле,Кафедра географии и регионоведения,20,57,31,44
59331433,Юридический факультет,Кафедра организации судебной и прокурорско-следственной деятельности,71,81,60,47
79827816,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,3,76,38,57
30086193,Аэрокосмический институт,Кафедра систем автоматизации производства,16,42,97,30
16347113,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,19,56,66,86
54218909,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",5,25,5,13
47840621,Архитектурно-строительный факультет,Кафедра архитектуры,71,91,50,9
82216512,Архитектурно-строительный факультет,Кафедра технологии строительного производства,11,3,3,51
11614845,Институт менеджмента экономики и предпринимательства,Кафедра маркетинга и торгового дела,3,76,13,43
12327821,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,13,97,12,13
55181626,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",32,30,49,3
38355474,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",93,57,44,50
41627532,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,88,24,68,87
92967229,Аэрокосмический институт,Кафедра летательных аппаратов,68,30,9,8
83331373,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,85,37,38,52
97085343,Аэрокосмический институт,Кафедра материаловедения и технологии материалов,38,98,71,2
22849015,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,89,24,59,86
70322767,Юридический факультет,Кафедра теории государства и права и конституционного права,53,72,100,69
39762495,Институт менеджмента экономики и предпринимательства,"Кафедра экономической теории, региональной и отраслевой экономики",23,50,6,40
12576926,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,65,75,57,14
64965754,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",64,29,84,78
58328114,Юридический факультет,Кафедра уголовного права,4,52,28,3
54139401,Химико-биологический факультет,Кафедра химии,79,69,98,41
5379623,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",99,71,94,76
74942760,Институт менеджмента экономики и предпринимательства,Кафедра финансов,69,70,50,89
72851389,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,23,81,47,99
78372899,Юридический факультет,Кафедра теории государства и права и конституционного права,19,89,72,54
30389179,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,30,62,60,83
42659750,Физический факультет,Кафедра биофизики и физики конденсированного состояния,21,97,40,34
95838127,Институт математики и информационных технологий,Кафедра информатики,45,47,36,45
92012185,Институт математики и информационных технологий,Кафедра вычислительной техники и защиты информации,50,44,4,2
81044428,Юридический факультет,Кафедра теории государства и права и конституционного права,82,8,34,80
88707247,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",36,46,90,21
27600792,Химико-биологический факультет,Кафедра биологии и почвоведения,22,78,9,74
55248520,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,24,48,94,26
48924780,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,67,13,70,93
13149047,Юридический факультет,Кафедра уголовного права,4,80,48,74
60746055,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,27,76,54,69
79706325,Институт наук о Земле,Кафедра географии и регионоведения,6,92,56,46
85072014,Юридический факультет,Кафедра конкурентного права и развития конкуренции,26,14,45,73
97377422,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,83,55,51,63
10429872,Химико-биологический факультет,Кафедра химии,28,54,26,11
5458665,Транспортный факультет,Кафедра автомобильного транспорта,51,77,60,100
18726762,Институт менеджмента экономики и предпринимательства,Кафедра таможенного дела,50,66,86,18
50665022,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,76,79,31,15
46172827,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",62,17,7,5
8884284,Институт наук о Земле,Кафедра экологии и природопользования,31,74,35,100
48971791,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,28,28,91,68
41687588,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,32,38,58,85
67015499,Юридический факультет,Кафедра организации судебной и прокурорско-следственной деятельности,68,100,11,35
54459105,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",40,31,5,1
33433747,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,40,31,52,54
84691175,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",18,12,74,39
33297695,Юридический факультет,Кафедра организации судебной и прокурорско-следственной деятельности,15,96,48,99
9616235,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,17,14,49,92
15287292,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,89,17,80,48
75110112,Институт языков и культур,Кафедра немецкой филологии и методики преподавания немецкого языка,9,72,44,95
22663092,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",78,3,92,99
90502892,Институт языков и культур,Кафедра иностранных языков,51,41,62,16
67921524,Институт математики и информационных технологий,Кафедра математики и цифровых технологий,9,48,62,62
51913532,Факультет прикладной биотехнологии и инженерии,Кафедра физического воспитания,60,48,16,97
40742092,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",19,78,69,46
40352555,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",94,54,71,95
24905148,Институт наук о Земле,Кафедра экологии и природопользования,89,59,43,29
12106706,Транспортный факультет,Кафедра автомобильного транспорта,75,77,66,99
49206325,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",96,38,43,81
78078824,Институт языков и культур,Кафедра теории и практики перевода,10,89,14,99
91638283,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,20,5,65,68
95032788,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,91,48,1,58
86052323,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",31,80,14,27
40142828,Институт математики и информационных технологий,Кафедра статистики и эконометрики,95,46,9,30
73403877,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",50,94,7,100
13073068,Юридический факультет,Кафедра теории государства и права и конституционного права,34,5,37,37
42172845,Физический факультет,Кафедра физики и методики преподавания физики,54,83,68,49
54865252,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,64,14,36,91
57934176,Институт наук о Земле,Кафедра географии и регионоведения,96,46,28,63
8589418,Аэрокосмический институт,"Кафедра механики материалов, конструкций и машин",3,14,63,38
70553504,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,6,39,18,51
71202473,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,55,66,83,21
86995455,Транспортный факультет,Кафедра автомобильного транспорта,85,100,72,72
20836673,Юридический факультет,Кафедра административного и финансового права,8,55,64,92
55861763,Физический факультет,Кафедра медико-биологической техники,80,57,16,51
2976733,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,58,33,48,20
88375717,Институт языков и культур,Кафедра дизайна,4,56,58,33
45860431,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",60,95,61,81
58757009,Институт менеджмента экономики и предпринимательства,Кафедра маркетинга и торгового дела,72,19,32,87
48644031,Транспортный факультет,Кафедра автомобильного транспорта,96,49,50,34
86670624,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,79,28,100,27
60105725,Химико-биологический факультет,Кафедра биологии и почвоведения,5,99,10,44
25303171,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,94,10,58,56
14555601,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",60,93,70,33
18326557,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,85,19,3,61
59323385,Физический факультет,Кафедра радиофизики и электроники,9,75,60,73
88510532,Юридический факультет,Кафедра конкурентного права и развития конкуренции,96,5,54,18
86863505,Институт наук о Земле,Кафедра безопасности жизнедеятельности,9,52,41,76
30996344,Архитектурно-строительный факультет,Кафедра строительных конструкций,38,5,34,84
64202136,Институт языков и культур,Кафедра дизайна,57,40,10,46
33999957,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,88,98,75,22
45783871,Юридический факультет,Кафедра уголовного процесса и криминалистики,51,24,53,68
99463567,Институт математики и информационных технологий,Кафедра информатики,1,92,57,85
29159486,Институт наук о Земле,Кафедра географии и регионоведения,1,20,19,33
35936344,Институт наук о Земле,Кафедра безопасности жизнедеятельности,6,24,37,53
379804,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,20,36,60,55
86294599,Химико-биологический факультет,Кафедра биологии и почвоведения,59,48,73,75
86976721,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",51,7,57,97
47555798,Аэрокосмический институт,Кафедра систем автоматизации производства,45,96,32,28
8770229,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,38,89,16,95
75430462,Юридический факультет,Кафедра теории государства и права и конституционного права,99,9,32,85
39238026,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,98,69,56,72
27177099,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,27,30,41,76
64936028,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",49,39,36,16
70437748,Физический факультет,Кафедра физики и методики преподавания физики,53,90,3,8
33842666,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,74,52,37,94
53403160,Химико-биологический факультет,Кафедра химии,2,44,91,34
3992247,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",20,49,46,26
2285042,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,9,50,12,48
55289074,Транспортный факультет,Кафедра автомобильного транспорта,51,91,85,92
37721442,Аэрокосмический институт,Кафедра управления и информатики в технических системах,26,91,27,8
18809116,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,27,15,72,47
20836240,Транспортный факультет,Кафедра автомобильного транспорта,77,16,16,96
99365477,Институт менеджмента экономики и предпринимательства,Кафедра менеджмента,45,87,2,44
